,S&P Cryptocurrency Broad Digital Market Index (USD),Close,GBPJPY=X,EURCAD=X,AUDCNY=X,Int_rates,Inflation,News_Based_Policy_Uncert_Index
2017-04-11,118.68,2353.780029296875,137.54600524902344,1.4113999605178833,5.174600124359131,0.81,0.22619295191833744,148.66666666666666
2017-04-12,120.08,2344.929931640625,136.88400268554688,1.4138100147247314,5.16379976272583,0.8,0.21915691345690239,147.73333333333332
2017-04-13,118.2,2328.949951171875,136.65699768066406,1.4128899574279785,5.1894001960754395,0.8,0.21212087499546733,146.8
2017-04-17,119.2,2349.010009765625,135.75799560546875,1.4124499559402466,5.216899871826172,0.82,0.1839767211497271,143.06666666666666
2017-04-18,120.44,2342.18994140625,137.0070037841797,1.4183399677276611,5.207499980926514,0.81,0.17694068268829205,142.13333333333333
2017-04-19,120.71,2338.169921875,139.39700317382812,1.4355700016021729,5.195499897003174,0.8,0.169904644226857,141.2
2017-04-20,122.56,2355.840087890625,139.09800720214844,1.4444899559020996,5.155200004577637,0.78,0.16286860576542192,140.26666666666665
2017-04-21,124.04,2348.68994140625,140.00599670410156,1.4436999559402466,5.167600154876709,0.78,0.15583256730398687,139.33333333333334
2017-04-24,126.29,2374.14990234375,141.04299926757812,1.4660300016403198,5.125199794769287,0.8,0.13472445191968171,136.53333333333333
2017-04-25,128.6,2388.610107421875,140.06900024414062,1.4716999530792236,5.196700096130371,0.81,0.12768841345824666,135.6
2017-04-26,132.32,2387.449951171875,142.48199462890625,1.4832299947738647,5.180699825286865,0.82,0.12065237499681158,134.66666666666666
2017-04-27,137.65,2388.77001953125,142.84100341796875,1.4856200218200684,5.1483001708984375,0.8,0.11361633653537653,133.73333333333335
2017-04-28,139.85,2384.199951171875,143.38699340820312,1.4804699420928955,5.142199993133545,0.79,0.10658029807394148,132.8
2017-05-01,152.2,2388.330078125,143.91900634765625,1.4877500534057617,5.139200210571289,0.82,0.0854721826896363,130.0
2017-05-02,156.61,2391.169921875,144.21200561523438,1.4916000366210938,5.185699939727783,0.81,0.08564118007016784,129.70967741935485
2017-05-03,161.45,2388.1298828125,144.9029998779297,1.498810052871704,5.19350004196167,0.84,0.08581017745069937,129.41935483870967
2017-05-04,173.29,2389.52001953125,145.16700744628906,1.4945900440216064,5.117499828338623,0.84,0.08597917483123091,129.1290322580645
2017-05-05,173.58,2399.2900390625,145.44000244140625,1.509600043296814,5.105400085449219,0.88,0.08614817221176244,128.83870967741936
2017-05-08,187.72,2399.3798828125,146.0919952392578,1.498810052871704,5.071100234985352,0.9,0.08665516435335704,127.96774193548387
2017-05-09,193.03,2396.919921875,146.50999450683594,1.4960299730300903,5.095699787139893,0.9,0.08682416173388859,127.6774193548387
2017-05-10,197.39,2399.6298828125,147.20700073242188,1.492300033569336,5.065499782562256,0.89,0.08699315911442013,127.38709677419355
2017-05-11,201.86,2394.43994140625,147.82400512695312,1.4898500442504883,5.072999954223633,0.87,0.08716215649495165,127.09677419354838
2017-05-12,187.52,2390.89990234375,146.68099975585938,1.4887900352478027,5.087900161743164,0.86,0.0873311538754832,126.80645161290323
2017-05-15,196.45,2402.320068359375,145.93299865722656,1.4984999895095825,5.096099853515625,0.89,0.0878381460170778,125.93548387096774
2017-05-16,204.29,2400.669921875,146.5959930419922,1.4961299896240234,5.1092000007629395,0.89,0.08800714339760933,125.64516129032258
2017-05-17,214.71,2357.030029296875,145.49000549316406,1.5100300312042236,5.106299877166748,0.89,0.08817614077814087,125.35483870967742
2017-05-18,218.53,2365.719970703125,144.11099243164062,1.5170400142669678,5.108500003814697,0.91,0.0883451381586724,125.06451612903226
2017-05-19,232.03,2381.72998046875,144.3560028076172,1.5114599466323853,5.105599880218506,0.9,0.08851413553920394,124.7741935483871
2017-05-22,266.55,2394.02001953125,144.79100036621094,1.5143500566482544,5.074399948120117,0.92,0.08902112768079855,123.90322580645162
2017-05-23,274.66,2398.419921875,144.0919952392578,1.516260027885437,5.13730001449585,0.91,0.08919012506133009,123.61290322580645
2017-05-24,304.11,2404.389892578125,145.0489959716797,1.5114400386810303,5.142499923706055,0.92,0.08935912244186162,123.3225806451613
2017-05-25,293.57,2415.070068359375,144.7259979248047,1.5062299966812134,5.161099910736084,0.92,0.08952811982239316,123.03225806451613
2017-05-26,280.52,2415.820068359375,144.46499633789062,1.511489987373352,5.114299774169922,0.92,0.08969711720292468,122.74193548387096
2017-05-30,288.63,2412.909912109375,142.4499969482422,1.4993599653244019,5.093500137329102,0.92,0.09037310672505083,121.58064516129032
2017-05-31,301.19,2411.800048828125,141.9739990234375,1.5047800540924072,5.10860013961792,0.96,0.09054210410558236,121.29032258064515
2017-06-01,310.27,2430.06005859375,142.6199951171875,1.5163099765777588,5.052499771118164,0.96,0.0907111014861139,121.0
2017-06-02,310.61,2439.070068359375,143.593994140625,1.5155199766159058,5.018599987030029,0.96,0.0853876559737358,121.66666666666667
2017-06-05,342.96,2436.10009765625,142.15499877929688,1.522629976272583,5.055500030517578,0.95,0.06941731943660145,123.66666666666667
2017-06-06,361.57,2429.330078125,142.46400451660156,1.5169600248336792,5.087500095367432,0.96,0.06409387392422333,124.33333333333333
2017-06-07,357.89,2433.139892578125,141.31700134277344,1.5157599449157715,5.098400115966797,0.98,0.058770428411845224,125.0
2017-06-08,353.02,2433.7900390625,142.43099975585938,1.5199999809265137,5.119900226593018,0.99,0.053446982899467116,125.66666666666667
2017-06-09,368.16,2431.77001953125,139.73399353027344,1.5121300220489502,5.1107001304626465,0.99,0.048123537387089,126.33333333333333
2017-06-12,373.21,2429.389892578125,140.48300170898438,1.5069600343704224,5.07450008392334,0.97,0.03215320084995466,128.33333333333334
2017-06-13,407.63,2440.35009765625,139.25599670410156,1.4902100563049316,5.125100135803223,0.99,0.026829755337576547,129.0
2017-06-14,381.38,2437.919921875,140.27000427246094,1.483989953994751,5.1168999671936035,0.99,0.02150630982519844,129.66666666666666
2017-06-15,342.41,2432.4599609375,139.5780029296875,1.4846099615097046,5.146999835968018,1.0,0.01618286431282033,130.33333333333334
2017-06-16,374.46,2433.14990234375,141.53599548339844,1.4773000478744507,5.156300067901611,1.01,0.010859418800442208,131.0
2017-06-19,385.13,2453.4599609375,141.75999450683594,1.4803999662399292,5.179200172424316,1.01,-0.0051109177366921305,133.0
2017-06-20,400.52,2437.030029296875,142.13999938964844,1.4738800525665283,5.170199871063232,1.0,-0.010434363249070239,133.66666666666666
2017-06-21,367.49,2435.610107421875,140.6269989013672,1.4776899814605713,5.165800094604492,0.97,-0.015757808761448347,134.33333333333334
2017-06-22,380.13,2434.5,141.08200073242188,1.48812997341156,5.149499893188477,0.94,-0.02108125427382647,135.0
2017-06-23,385.73,2438.300048828125,141.0850067138672,1.475119948387146,5.14739990234375,0.95,-0.026404699786204577,135.66666666666666
2017-06-26,300.41,2439.070068359375,141.72999572753906,1.4849200248718262,5.164400100708008,0.98,-0.0423750363233389,137.66666666666666
2017-06-27,324.84,2419.3798828125,142.3000030517578,1.482100009918213,5.181700229644775,0.99,-0.047698481835717024,138.33333333333334
2017-06-28,363.23,2440.68994140625,143.73500061035156,1.49399995803833,5.161499977111816,1.0,-0.053021927348095146,139.0
2017-06-29,357.18,2419.699951171875,145.38800048828125,1.4840099811553955,5.1859002113342285,1.02,-0.05834537286047324,139.66666666666666
2017-06-30,346.46,2423.409912109375,145.7220001220703,1.4862500429153442,5.209199905395508,1.01,-0.06366881837285136,140.33333333333334
2017-07-03,347.07,2429.010009765625,146.11300659179688,1.4819899797439575,5.204100131988525,1.04,-0.04522210300806263,140.80645161290323
2017-07-05,351.78,2432.5400390625,146.11900329589844,1.4689099788665771,5.1691999435424805,1.03,-0.021451942130895754,140.61290322580646
2017-07-06,346.45,2409.75,146.35699462890625,1.4704899787902832,5.162099838256836,1.02,-0.009566861692312315,140.51612903225808
2017-07-07,329.87,2425.179931640625,146.74600219726562,1.4826500415802002,5.1479997634887695,1.03,0.0023182187462711112,140.41935483870967
2017-07-10,302.88,2427.429931640625,146.9340057373047,1.468940019607544,5.167500019073486,1.03,0.03797346006202143,140.1290322580645
2017-07-11,277.82,2425.530029296875,,,5.168700218200684,1.03,0.04985854050060487,140.03225806451613
2017-07-12,304.03,2443.25,146.26600646972656,1.4812500476837158,5.190000057220459,1.03,0.06174362093918831,139.93548387096774
2017-07-13,288.54,2447.830078125,146.1230010986328,1.4557600021362305,5.2052998542785645,1.03,0.07362870137777172,139.83870967741936
2017-07-14,274.03,2459.27001953125,146.83599853515625,1.4512399435043335,5.242099761962891,1.02,0.08551378181635516,139.74193548387098
2017-07-17,260.39,2459.139892578125,147.3470001220703,1.4504899978637695,5.2403998374938965,1.05,0.12116902313210548,139.4516129032258
2017-07-18,303.56,2460.610107421875,146.9219970703125,1.4567699432373047,5.267600059509277,1.05,0.13305410357068892,139.3548387096774
2017-07-19,273.71,2473.830078125,146.01100158691406,1.4588500261306763,5.33489990234375,1.09,0.14493918400927236,139.25806451612902
2017-07-20,323.81,2473.449951171875,145.78199768066406,1.452530026435852,5.367199897766113,1.13,0.1568242644478558,139.16129032258064
2017-07-21,318.71,2472.5400390625,145.0500030517578,1.46465003490448,5.366199970245361,1.14,0.16870934488643924,139.06451612903226
2017-07-24,337.16,2469.909912109375,144.26600646972656,1.4641000032424927,5.2916998863220215,1.15,0.20436458620218956,138.7741935483871
2017-07-25,298.92,2477.1298828125,144.90499877929688,1.455399990081787,5.343800067901611,1.16,0.21624966664077294,138.67741935483872
2017-07-26,298.55,2477.830078125,145.87600708007812,1.456220030784607,5.348499774932861,1.11,0.22813474707935638,138.58064516129033
2017-07-27,306.7,2475.419921875,145.72799682617188,1.4603300094604492,5.396699905395508,1.09,0.24001982751793982,138.48387096774192
2017-07-28,314.64,2472.10009765625,145.2689971923828,1.4657100439071655,5.368000030517578,1.06,0.25190490795652326,138.38709677419354
2017-07-31,323.99,2470.300048828125,145.2480010986328,1.463819980621338,5.373899936676025,1.05,0.2875601492722736,138.09677419354838
2017-08-01,334.22,2476.35009765625,145.6020050048828,1.4788000583648682,5.373600006103516,1.06,0.299445229710857,138.0
2017-08-02,325.19,2477.570068359375,145.843994140625,1.4817800521850586,5.337699890136719,1.06,0.30686604776286275,137.32258064516128
2017-08-03,335.28,2472.159912109375,146.4929962158203,1.489590048789978,5.3404998779296875,1.06,0.3142868658148684,136.6451612903226
2017-08-04,336.76,2476.830078125,144.4429931640625,1.4930000305175781,5.338399887084961,1.06,0.32170768386687415,135.96774193548387
2017-08-07,396.41,2480.909912109375,144.5279998779297,1.4890799522399902,5.330900192260742,1.01,0.3439701380228913,133.93548387096774
2017-08-08,414.38,2474.919921875,144.3780059814453,1.495650053024292,5.313799858093262,1.04,0.351390956074897,133.25806451612902
2017-08-09,407.0,2474.02001953125,142.9709930419922,1.4888999462127686,5.291399955749512,1.04,0.3588117741269027,132.58064516129033
2017-08-10,417.06,2438.2099609375,143.1699981689453,1.4929900169372559,5.259399890899658,1.03,0.3662325921789084,131.90322580645162
2017-08-11,422.81,2441.320068359375,141.57000732421875,1.4989999532699585,5.2220001220703125,1.01,0.37365341023091414,131.2258064516129
2017-08-14,466.71,2465.840087890625,142.0540008544922,1.4986200332641602,5.258999824523926,1.01,0.39591586438693127,129.19354838709677
2017-08-15,445.99,2464.610107421875,142.4969940185547,1.4986399412155151,5.231500148773193,1.02,0.40333668243893694,128.51612903225808
2017-08-16,472.06,2468.110107421875,142.29400634765625,1.4972399473190308,5.225100040435791,1.0,0.4107575004909427,127.83870967741936
2017-08-17,472.43,2430.010009765625,141.7989959716797,1.4862699508666992,5.299900054931641,0.98,0.4181783185429484,127.16129032258064
2017-08-18,456.39,2425.550048828125,140.65199279785156,1.4858499765396118,5.252099990844727,1.0,0.4255991365949541,126.48387096774194
2017-08-21,467.2,2428.3701171875,140.7239990234375,1.479490041732788,5.255099773406982,0.99,0.4478615907509712,124.45161290322581
2017-08-22,472.06,2452.510009765625,140.4949951171875,1.4834599494934082,5.2845001220703125,0.99,0.45528240880297693,123.7741935483871
2017-08-23,475.95,2444.0400390625,140.718994140625,1.477869987487793,5.265699863433838,0.98,0.46270322685498266,123.09677419354838
2017-08-24,487.15,2438.969970703125,139.4290008544922,1.4820499420166016,5.260900020599365,1.0,0.47012404490698834,122.41935483870968
2017-08-25,494.11,2443.050048828125,140.19000244140625,1.4763100147247314,5.2565999031066895,1.01,0.47754486295899407,121.74193548387098
2017-08-28,509.43,2444.239990234375,141.09800720214844,1.4905099868774414,5.19379997253418,0.97,0.4998073171150112,119.70967741935485
2017-08-29,538.08,2446.300048828125,140.53700256347656,1.4969600439071655,5.230000019073486,1.01,0.5072281351670169,119.03225806451613
2017-08-30,542.06,2457.590087890625,141.85699462890625,1.4979300498962402,5.241600036621094,1.01,0.5146489532190226,118.35483870967742
2017-08-31,560.73,2471.64990234375,142.69000244140625,1.5013200044631958,5.208600044250488,0.99,0.5220697712710283,117.67741935483872
2017-09-01,580.74,2476.550048828125,142.49099731445312,1.4855600595474243,5.225299835205078,1.0,0.529490589323034,117.0
2017-09-05,511.58,2457.85009765625,141.9040069580078,1.4763400554656982,5.181700229644775,1.01,0.4504646160302609,118.2
2017-09-06,533.95,2465.5400390625,141.62100219726562,1.4746899604797363,5.2281999588012695,1.05,0.4307081227070676,118.5
2017-09-07,531.19,2465.10009765625,142.36000061035156,1.4590699672698975,5.2170000076293945,1.03,0.4109516293838743,118.8
2017-09-08,478.62,2461.429931640625,141.87399291992188,1.4565900564193726,5.219099998474121,1.02,0.391195136060681,119.1
2017-09-11,478.06,2488.110107421875,142.8000030517578,1.4601999521255493,5.223899841308594,1.04,0.33192565609110114,120.0
2017-09-12,475.0,2496.47998046875,144.05299377441406,1.4479399919509888,5.23360013961792,1.02,0.31216916276790785,120.3
2017-09-13,435.93,2498.3701171875,146.47000122070312,1.4567999839782715,5.234300136566162,1.02,0.2924126694447146,120.6
2017-09-14,377.69,2495.6201171875,145.94000244140625,1.4463000297546387,5.21619987487793,1.03,0.2726561761215213,120.9
2017-09-15,418.05,2500.22998046875,147.2760009765625,1.4498900175094604,5.236999988555908,1.03,0.25289968279832803,121.2
2017-09-18,456.57,2503.8701171875,150.9199981689453,1.456220030784607,5.2052998542785645,1.04,0.19363020282874815,122.1
2017-09-19,443.7,2506.64990234375,150.67999267578125,1.4684900045394897,5.234000205993652,1.03,0.17387370950555486,122.4
2017-09-20,448.18,2508.239990234375,150.8000030517578,1.4736000299453735,5.264999866485596,1.02,0.15411721618236157,122.7
2017-09-21,408.48,2500.60009765625,151.79400634765625,1.465440034866333,5.264800071716309,1.02,0.13436072285916828,123.0
2017-09-22,406.33,2502.219970703125,152.6909942626953,1.4720499515533447,5.220200061798096,1.01,0.11460422953597499,123.3
2017-09-25,448.41,2496.659912109375,151.86900329589844,1.4723999500274658,5.254499912261963,1.04,0.05533474956639517,124.2
2017-09-26,445.69,2496.840087890625,150.61099243164062,1.466480016708374,5.248000144958496,1.05,0.03557825624320188,124.5
2017-09-27,476.28,2507.0400390625,151.06100463867188,1.4571499824523926,5.224999904632568,1.05,0.015821762920008586,124.8
2017-09-28,469.13,2510.06005859375,151.2100067138672,1.4663699865341187,5.206099987030029,1.04,-0.003934730403184705,125.1
2017-09-29,466.01,2519.360107421875,151.031005859375,1.465109944343567,5.2221999168396,1.04,-0.023691223726377997,125.4
2017-10-02,483.32,2529.1201171875,150.8300018310547,1.472100019454956,5.214600086212158,1.0,-0.061086898148135296,125.51612903225806
2017-10-03,469.5,2534.580078125,149.69400024414062,1.4686100482940674,5.201399803161621,1.05,-0.058969585923506,125.03225806451613
2017-10-04,465.19,2537.739990234375,149.4149932861328,1.467229962348938,5.20550012588501,1.06,-0.0568522736988767,124.54838709677419
2017-10-05,479.89,2552.070068359375,149.29800415039062,1.4671900272369385,5.223800182342529,1.05,-0.054734961474247404,124.06451612903226
2017-10-06,481.09,2549.330078125,147.85000610351562,1.4719699621200562,5.177499771118164,1.05,-0.052617649249618106,123.58064516129032
2017-10-10,516.28,2550.639892578125,148.04100036621094,1.4738500118255615,5.133900165557861,1.06,-0.044148400351100923,121.64516129032258
2017-10-11,516.52,2555.239990234375,148.39999389648438,1.4780499935150146,5.109600067138672,1.08,-0.042031088126471626,121.16129032258064
2017-10-12,548.77,2550.929931640625,148.84800720214844,1.4767500162124634,5.135499954223633,1.07,-0.039913775901842335,120.6774193548387
2017-10-13,577.14,2553.169921875,148.86000061035156,1.4760099649429321,5.150100231170654,1.07,-0.03779646367721304,120.19354838709677
2017-10-16,593.8,2557.639892578125,148.64999389648438,1.4740999937057495,5.186200141906738,1.09,-0.031444527003325146,118.74193548387098
2017-10-17,580.24,2559.360107421875,148.67799377441406,1.4771000146865845,5.161900043487549,1.07,-0.029327214778695848,118.25806451612902
2017-10-18,552.37,2561.260009765625,148.01800537109375,1.4708499908447266,5.192699909210205,1.07,-0.02720990255406655,117.7741935483871
2017-10-19,571.49,2562.10009765625,149.30799865722656,1.4701900482177734,5.191800117492676,1.08,-0.025092590329437253,117.29032258064515
2017-10-20,600.36,2575.2099609375,148.16799926757812,1.4785900115966797,5.2027997970581055,1.09,-0.022975278104807956,116.80645161290323
2017-10-23,577.93,2564.97998046875,150.4149932861328,1.4852399826049805,5.149700164794922,1.08,-0.01662334143092007,115.35483870967742
2017-10-24,574.24,2569.1298828125,149.66099548339844,1.4853999614715576,5.180200099945068,1.1,-0.014506029206290773,114.87096774193549
2017-10-25,566.62,2557.14990234375,149.5850067138672,1.4895999431610107,5.154300212860107,1.1,-0.012388716981661475,114.38709677419355
2017-10-26,581.93,2560.39990234375,150.7169952392578,1.5119999647140503,5.110799789428711,1.09,-0.010271404757032178,113.90322580645162
2017-10-27,572.09,2581.070068359375,149.822998046875,1.4953900575637817,5.081399917602539,1.08,-0.00815409253240288,113.41935483870968
2017-10-30,599.89,2572.830078125,149.3730010986328,1.4889099597930908,5.071899890899658,1.1,-0.001802155858514995,111.96774193548387
2017-10-31,617.94,2575.260009765625,149.27999877929688,1.494420051574707,5.107100009918213,1.13,0.00031515636611430253,111.48387096774194
2017-11-01,630.71,2579.360107421875,151.05999755859375,1.5019700527191162,5.075300216674805,1.16,0.0024324685907436,111.0
2017-11-02,652.73,2579.85009765625,151.29800415039062,1.496999979019165,5.059700012207031,1.15,0.00039194538017781316,111.96666666666667
2017-11-03,680.62,2587.840087890625,148.81900024414062,1.492799997329712,5.091300010681152,1.16,-0.0016485778303879737,112.93333333333334
2017-11-06,668.07,2591.1298828125,149.3000030517578,1.482100009918213,5.036300182342529,1.17,-0.007770147462085333,115.83333333333333
2017-11-07,661.63,2590.639892578125,149.8300018310547,1.4763100147247314,5.093400001525879,1.2,-0.009810670672651121,116.8
2017-11-08,692.3,2594.3798828125,149.83799743652344,1.4802000522613525,5.076000213623047,1.21,-0.011851193883216909,117.76666666666667
2017-11-09,692.68,2584.6201171875,149.36399841308594,1.475100040435791,5.082200050354004,1.22,-0.013891717093782695,118.73333333333333
2017-11-10,624.29,2582.300048828125,149.01499938964844,1.4765000343322754,5.093100070953369,1.21,-0.01593224030434848,119.7
2017-11-13,634.96,2584.840087890625,149.14599609375,1.4799000024795532,5.071300029754639,1.22,-0.022053809936045842,122.6
2017-11-14,662.15,2578.8701171875,149.02499389648438,1.4856599569320679,5.049200057983398,1.24,-0.024094333146611628,123.56666666666666
2017-11-15,699.71,2564.6201171875,149.17799377441406,1.50163996219635,5.057000160217285,1.23,-0.026134856357177418,124.53333333333333
2017-11-16,738.64,2585.639892578125,,,5.021399974822998,1.25,-0.028175379567743204,125.5
2017-11-17,735.21,2578.85009765625,149.18499755859375,1.5018999576568604,5.02269983291626,1.26,-0.03021590277830899,126.46666666666667
2017-11-20,791.88,2582.139892578125,147.90699768066406,1.5007799863815308,4.999899864196777,1.28,-0.03633747241000635,129.36666666666667
2017-11-21,793.32,2599.030029296875,149.0229949951172,1.5039199590682983,5.004799842834473,1.28,-0.03837799562057213,130.33333333333334
2017-11-22,794.39,2597.080078125,148.78500366210938,1.4991799592971802,5.02209997177124,1.27,-0.04041851883113792,131.3
2017-11-24,829.86,2602.419921875,148.0290069580078,1.5063799619674683,5.014100074768066,1.26,-0.044499565252269495,133.23333333333335
2017-11-27,947.14,2601.419921875,148.75999450683594,1.5160399675369263,4.94789981842041,1.25,-0.050621134883966856,136.13333333333333
2017-11-28,968.17,2627.0400390625,148.05799865722656,1.5188100337982178,5.011099815368652,1.28,-0.052661658094532646,137.1
2017-11-29,916.27,2626.070068359375,149.19000244140625,1.5181699991226196,5.020100116729736,1.27,-0.054702181305098435,138.06666666666666
2017-11-30,924.09,2647.580078125,150.24899291992188,1.524530053138733,4.994500160217285,1.25,-0.05674270451566422,139.03333333333333
2017-12-01,1038.17,2642.219970703125,152.2790069580078,1.533869981765747,4.99429988861084,1.25,-0.05878322772623,140.0
2017-12-04,1089.7,2639.43994140625,152.2830047607422,1.508180022239685,5.028299808502197,1.28,-0.0003744109839295823,142.03225806451613
2017-12-05,1113.49,2629.570068359375,151.57000732421875,1.5043400526046753,5.027400016784668,1.28,0.01909519459683723,142.70967741935485
2017-12-06,1204.26,2629.27001953125,150.8560028076172,1.5012999773025513,5.026000022888184,1.28,0.03856480017760404,143.38709677419354
2017-12-07,1357.41,2636.97998046875,150.35299682617188,1.509310007095337,4.998899936676025,1.27,0.058034405758370836,144.06451612903226
2017-12-08,1333.98,2651.5,152.57400512695312,1.5135999917984009,4.965799808502197,1.26,0.07750401133913766,144.74193548387098
2017-12-11,1521.94,2659.989990234375,152.03500366210938,1.5133999586105347,4.962900161743164,1.31,0.13591282808143806,146.7741935483871
2017-12-12,1590.0,2664.110107421875,151.51100158691406,1.5135799646377563,4.9766998291015625,1.32,0.1553824336622049,147.4516129032258
2017-12-13,1580.85,2662.85009765625,151.21099853515625,1.5108000040054321,4.997000217437744,1.28,0.17485203924297166,148.1290322580645
2017-12-14,1620.36,2652.010009765625,151.17999267578125,1.5169399976730347,5.04580020904541,1.3,0.19432164482373848,148.80645161290323
2017-12-15,1724.49,2675.81005859375,150.96400451660156,1.5063999891281128,5.059999942779541,1.29,0.2137912504045053,149.48387096774192
2017-12-18,1887.83,2690.159912109375,150.0970001220703,1.5118600130081177,5.053800106048584,1.36,0.2722000671468057,151.51612903225805
2017-12-19,1912.02,2681.469970703125,150.60899353027344,1.5160399675369263,5.064300060272217,1.35,0.2916696727275725,152.19354838709677
2017-12-20,1862.2,2679.25,151.2239990234375,1.5244300365447998,5.049099922180176,1.36,0.3111392783083393,152.8709677419355
2017-12-21,1732.11,2684.570068359375,151.4080047607422,1.5233299732208252,5.041800022125244,1.33,0.33060888388910614,153.5483870967742
2017-12-22,1622.23,2683.340087890625,151.61099243164062,1.5102299451828003,5.071700096130371,1.31,0.3500784894698729,154.2258064516129
2017-12-26,1767.29,2680.5,151.5290069580078,1.5094399452209473,5.06790018081665,1.45,0.42795691179294015,156.93548387096774
2017-12-27,1691.21,2682.6201171875,151.3699951171875,1.5043100118637085,5.052800178527832,1.42,0.447426517373707,157.61290322580646
2017-12-28,1606.25,2687.5400390625,151.73300170898438,1.5052399635314941,5.089900016784668,1.37,0.4668961229544738,158.29032258064515
2017-12-29,1705.03,2673.610107421875,151.69400024414062,1.5001499652862549,5.085999965667725,1.37,0.4863657285352406,158.96774193548387
2018-01-02,1855.82,2695.81005859375,152.3489990234375,1.5078200101852417,5.053699970245361,1.42,0.5418292050262187,159.51612903225808
2018-01-03,1935.2,2713.06005859375,152.59100341796875,1.5083400011062622,5.08050012588501,1.39,0.5388838647748964,158.03225806451613
2018-01-04,1931.22,2723.989990234375,152.13600158691406,1.5067299604415894,5.084099769592285,1.39,0.5359385245235742,156.5483870967742
2018-01-05,2040.07,2743.14990234375,152.83399963378906,1.5072499513626099,5.099999904632568,1.37,0.5329931842722518,155.06451612903226
